processo;dt_abertura;dt_faturamento;servico;vlr_faturamento;modal
3872/22;27/09/2022;18/01/2023;Desembaraço;716;RODOVIARIO
4029/22;05/10/2022;18/01/2023;Desembaraço;716;RODOVIARIO
4636/22;17/11/2022;18/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
4641/22;17/11/2022;18/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
4741/22;24/11/2022;18/01/2023;Desembaraço;1668;OCEANFREIGHT / FCL
4823/22;29/11/2022;18/01/2023;Desembaraço;1655;AIRFREIGHT
5020/22;07/12/2022;18/01/2023;Desembaraço;1704;AIRFREIGHT
5279/22;26/12/2022;18/01/2023;Desembaraço;936;AIRFREIGHT
55/23;06/01/2023;18/01/2023;Desembaraço;1302;AIRFREIGHT
59/23;06/01/2023;18/01/2023;Desembaraço;998;RODOVIARIO
97/23;10/01/2023;18/01/2023;Desembaraço;1302;AIRFREIGHT
4091/22;11/10/2022;18/01/2023;Seguro;1270;OCEANFREIGHT / FCL
4741/22;24/11/2022;18/01/2023;Seguro;508;OCEANFREIGHT / FCL
5020/22;07/12/2022;18/01/2023;Seguro;293;AIRFREIGHT
5279/22;26/12/2022;18/01/2023;Seguro;279;AIRFREIGHT
55/23;06/01/2023;18/01/2023;Seguro;256;AIRFREIGHT
97/23;10/01/2023;18/01/2023;Seguro;304;AIRFREIGHT
3095/22;05/08/2022;19/01/2023;Agenciamento;2131,16;OCEANFREIGHT / FCL
3957/22;30/09/2022;19/01/2023;Agenciamento;1206,86;OCEANFREIGHT / FCL
4551/22;09/11/2022;19/01/2023;Agenciamento;815,29;OCEANFREIGHT / LCL
4674/22;21/11/2022;19/01/2023;Agenciamento;1926,75;OCEANFREIGHT / FCL
4989/22;06/12/2022;19/01/2023;Agenciamento;2691,18;AIRFREIGHT
IA0093-22;14/12/2022;19/01/2023;Agenciamento;1289,79;AIRFREIGHT
185/23;17/01/2023;19/01/2023;Desembaraço;998;RODOVIARIO
234/23;19/01/2023;19/01/2023;Desembaraço;1302;AIRFREIGHT
236/23;19/01/2023;19/01/2023;Desembaraço;998;RODOVIARIO
27/23;03/01/2023;19/01/2023;Desembaraço;1894;RODOVIARIO
3095/22;05/08/2022;19/01/2023;Desembaraço;977;OCEANFREIGHT / FCL
3157/22;11/08/2022;19/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
3837/22;27/09/2022;19/01/2023;Desembaraço;716;RODOVIARIO
3957/22;30/09/2022;19/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4551/22;09/11/2022;19/01/2023;Desembaraço;1782;OCEANFREIGHT / LCL
4674/22;21/11/2022;19/01/2023;Desembaraço;1800;OCEANFREIGHT / FCL
4828/22;30/11/2022;19/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
4989/22;06/12/2022;19/01/2023;Desembaraço;1704;AIRFREIGHT
5182/22;19/12/2022;19/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
27/23;03/01/2023;19/01/2023;Seguro;623;RODOVIARIO
4551/22;09/11/2022;19/01/2023;Seguro;296;OCEANFREIGHT / LCL
4989/22;06/12/2022;19/01/2023;Seguro;466;AIRFREIGHT
114/23;12/01/2023;19/01/2023;Trading;1953;RODOVIARIO
119/23;12/01/2023;19/01/2023;Trading;21455;OCEANFREIGHT / FCL
3957/22;30/09/2022;19/01/2023;Trading;998;OCEANFREIGHT / FCL
4813/22;29/11/2022;19/01/2023;Trading;1302;AIRFREIGHT
5063/22;12/12/2022;19/01/2023;Trading;1302;AIRFREIGHT
5193/22;20/12/2022;19/01/2023;Trading;1302;AIRFREIGHT
3927/22;29/09/2022;20/01/2023;Agenciamento;10050,88;OCEANFREIGHT / FCL
4503/22;04/11/2022;20/01/2023;Agenciamento;673,33;OCEANFREIGHT / FCL
5241/22;22/12/2022;20/01/2023;Agenciamento;1481,61;AIRFREIGHT
5244/22;22/12/2022;20/01/2023;Agenciamento;1205,53;AIRFREIGHT
143/23;13/01/2023;20/01/2023;Desembaraço;1160;RODOVIARIO
3530/22;06/09/2022;20/01/2023;Desembaraço;977;OCEANFREIGHT / FCL
3550/22;08/09/2022;20/01/2023;Desembaraço;977;OCEANFREIGHT / FCL
3758/22;22/09/2022;20/01/2023;Desembaraço;1172;OCEANFREIGHT / FCL
3816/22;26/09/2022;20/01/2023;Desembaraço;1702;OCEANFREIGHT / LCL
3853/22;27/09/2022;20/01/2023;Desembaraço;716;RODOVIARIO
3854/22;27/09/2022;20/01/2023;Desembaraço;716;RODOVIARIO
3873/22;27/09/2022;20/01/2023;Desembaraço;716;RODOVIARIO
3874/22;27/09/2022;20/01/2023;Desembaraço;716;RODOVIARIO
4103/22;13/10/2022;20/01/2023;Desembaraço;1646;OCEANFREIGHT / FCL
4274/22;21/10/2022;20/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4503/22;04/11/2022;20/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
5017/22;07/12/2022;20/01/2023;Desembaraço;1619;OCEANFREIGHT / FCL
5043/22;08/12/2022;20/01/2023;Desembaraço;1619;OCEANFREIGHT / FCL
5119/22;14/12/2022;20/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
5144/22;15/12/2022;20/01/2023;Desembaraço;2028;OCEANFREIGHT / FCL
5241/22;22/12/2022;20/01/2023;Desembaraço;1302;AIRFREIGHT
5244/22;22/12/2022;20/01/2023;Desembaraço;1302;AIRFREIGHT
85/23;10/01/2023;20/01/2023;Desembaraço;1164;AIRFREIGHT
5017/22;07/12/2022;20/01/2023;Seguro;1884;OCEANFREIGHT / FCL
5043/22;08/12/2022;20/01/2023;Seguro;997;OCEANFREIGHT / FCL
5241/22;22/12/2022;20/01/2023;Seguro;292;AIRFREIGHT
5244/22;22/12/2022;20/01/2023;Seguro;295;AIRFREIGHT
111/23;11/01/2023;20/01/2023;Trading;1780;AIRFREIGHT
3065/22;04/08/2022;20/01/2023;Trading;3489;OCEANFREIGHT / LCL
4606/22;14/11/2022;20/01/2023;Trading;3621;OCEANFREIGHT / FCL
IM0227-22;21/01/2023;21/01/2023;Agenciamento;1975,6;OCEANFREIGHT / LCL
2138/22;17/06/2022;23/01/2023;Agenciamento;2927,5;OCEANFREIGHT / FCL
2820/22;21/07/2022;23/01/2023;Agenciamento;3338,09;OCEANFREIGHT / FCL
4268/22;21/10/2022;23/01/2023;Agenciamento;1568,62;OCEANFREIGHT / FCL
4437/22;31/10/2022;23/01/2023;Agenciamento;1988,36;OCEANFREIGHT / FCL
111/23;11/01/2023;23/01/2023;Desembaraço;5253;AIRFREIGHT
2138/22;17/06/2022;23/01/2023;Desembaraço;1133;OCEANFREIGHT / FCL
252/23;20/01/2023;23/01/2023;Desembaraço;998;
273/23;23/01/2023;23/01/2023;Desembaraço;998;
2820/22;21/07/2022;23/01/2023;Desembaraço;1133;OCEANFREIGHT / FCL
4126/22;14/10/2022;23/01/2023;Desembaraço;877;OCEANFREIGHT / FCL
4275/22;21/10/2022;23/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4742/22;24/11/2022;23/01/2023;Desembaraço;1666;OCEANFREIGHT / LCL
4742/22;24/11/2022;23/01/2023;Seguro;268;OCEANFREIGHT / LCL
2222/22;22/06/2022;23/01/2023;Trading;70079;RODOVIARIO
273/23;23/01/2023;23/01/2023;Trading;998;
3615/22;12/09/2022;23/01/2023;Trading;3974;OCEANFREIGHT / LCL
5017/22;07/12/2022;23/01/2023;Trading;10136;OCEANFREIGHT / FCL
5043/22;08/12/2022;23/01/2023;Trading;6446;OCEANFREIGHT / FCL
4343/22;26/10/2022;24/01/2023;Agenciamento;5488,23;OCEANFREIGHT / FCL
4560/22;10/11/2022;24/01/2023;Agenciamento;797,42;OCEANFREIGHT / LCL
4882/22;02/12/2022;24/01/2023;Agenciamento;1331,06;OCEANFREIGHT / FCL
5006/22;07/12/2022;24/01/2023;Agenciamento;2324,25;OCEANFREIGHT / FCL
5088/22;13/12/2022;24/01/2023;Agenciamento;1193,48;AIRFREIGHT
61/23;06/01/2023;24/01/2023;Agenciamento;2916,4;AIRFREIGHT
208/23;18/01/2023;24/01/2023;Desembaraço;998;RODOVIARIO
2222/22;22/06/2022;24/01/2023;Desembaraço;2013;RODOVIARIO
3272/22;18/08/2022;24/01/2023;Desembaraço;2280;OCEANFREIGHT / LCL
3411/22;29/08/2022;24/01/2023;Desembaraço;1582;OCEANFREIGHT / LCL
3615/22;12/09/2022;24/01/2023;Desembaraço;1950;OCEANFREIGHT / LCL
3855/22;27/09/2022;24/01/2023;Desembaraço;716;RODOVIARIO
3856/22;27/09/2022;24/01/2023;Desembaraço;716;RODOVIARIO
3875/22;27/09/2022;24/01/2023;Desembaraço;716;RODOVIARIO
3880/22;27/09/2022;24/01/2023;Desembaraço;716;RODOVIARIO
4036/22;05/10/2022;24/01/2023;Desembaraço;716;RODOVIARIO
4268/22;21/10/2022;24/01/2023;Desembaraço;1278;OCEANFREIGHT / FCL
4333/22;26/10/2022;24/01/2023;Desembaraço;1056;OCEANFREIGHT / LCL
4437/22;31/10/2022;24/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4560/22;10/11/2022;24/01/2023;Desembaraço;1358;OCEANFREIGHT / LCL
4635/22;17/11/2022;24/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4649/22;17/11/2022;24/01/2023;Desembaraço;1302;OCEANFREIGHT / LCL
4661/22;18/11/2022;24/01/2023;Desembaraço;1290;OCEANFREIGHT / FCL
4662/22;18/11/2022;24/01/2023;Desembaraço;1290;OCEANFREIGHT / FCL
4759/22;25/11/2022;24/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
4760/22;25/11/2022;24/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4778/22;28/11/2022;24/01/2023;Desembaraço;1782;OCEANFREIGHT / FCL
4789/22;28/11/2022;24/01/2023;Desembaraço;915;OCEANFREIGHT / FCL
4801/22;29/11/2022;24/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4853/22;30/11/2022;24/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4963/22;06/12/2022;24/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
5088/22;13/12/2022;24/01/2023;Desembaraço;936;AIRFREIGHT
5195/22;20/12/2022;24/01/2023;Desembaraço;1042;RODOVIARIO
61/23;06/01/2023;24/01/2023;Desembaraço;1502;AIRFREIGHT
2222/22;22/06/2022;24/01/2023;Seguro;1666;RODOVIARIO
3272/22;18/08/2022;24/01/2023;Seguro;289;OCEANFREIGHT / LCL
3411/22;29/08/2022;24/01/2023;Seguro;1665;OCEANFREIGHT / LCL
3615/22;12/09/2022;24/01/2023;Seguro;262;OCEANFREIGHT / LCL
3816/22;26/09/2022;24/01/2023;Seguro;410;OCEANFREIGHT / LCL
4268/22;21/10/2022;24/01/2023;Seguro;455;OCEANFREIGHT / FCL
4560/22;10/11/2022;24/01/2023;Seguro;267;OCEANFREIGHT / LCL
4649/22;17/11/2022;24/01/2023;Seguro;597;OCEANFREIGHT / LCL
5088/22;13/12/2022;24/01/2023;Seguro;296;AIRFREIGHT
61/23;06/01/2023;24/01/2023;Seguro;347;AIRFREIGHT
3272/22;18/08/2022;24/01/2023;Trading;2072;OCEANFREIGHT / LCL
4261/22;21/10/2022;24/01/2023;Trading;2686;OCEANFREIGHT / LCL
4268/22;21/10/2022;24/01/2023;Trading;5667;OCEANFREIGHT / FCL
4437/22;31/10/2022;24/01/2023;Trading;998;OCEANFREIGHT / FCL
3917/22;29/09/2022;25/01/2023;Agenciamento;776,39;OCEANFREIGHT / LCL
3923/22;29/09/2022;25/01/2023;Agenciamento;895,48;OCEANFREIGHT / LCL
4322/22;25/10/2022;25/01/2023;Agenciamento;961,07;AIRFREIGHT
4820/22;29/11/2022;25/01/2023;Agenciamento;2404,66;OCEANFREIGHT / FCL
4908/22;05/12/2022;25/01/2023;Agenciamento;2073,68;OCEANFREIGHT / FCL
IA0088-22;06/12/2022;25/01/2023;Agenciamento;7996,8;AIRFREIGHT
IM0283-22;01/11/2022;25/01/2023;Agenciamento;1257,94;OCEANFREIGHT / FCL
IM0284-22;01/11/2022;25/01/2023;Agenciamento;1257,94;OCEANFREIGHT / FCL
IM0308-22;17/11/2022;25/01/2023;Agenciamento;1257,94;OCEANFREIGHT / FCL
113/23;12/01/2023;25/01/2023;Desembaraço;1582;OCEANFREIGHT / FCL
144/23;13/01/2023;25/01/2023;Desembaraço;1160;RODOVIARIO
2726/22;15/07/2022;25/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
2729/22;15/07/2022;25/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
2730/22;15/07/2022;25/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
306/23;24/01/2023;25/01/2023;Desembaraço;696;AIRFREIGHT
3065/22;04/08/2022;25/01/2023;Desembaraço;1382;OCEANFREIGHT / LCL
320/23;25/01/2023;25/01/2023;Desembaraço;2604;OCEANFREIGHT / LCL
321/23;25/01/2023;25/01/2023;Desembaraço;2604;
3669/22;15/09/2022;25/01/2023;Desembaraço;995;OCEANFREIGHT / LCL
3839/22;27/09/2022;25/01/2023;Desembaraço;716;RODOVIARIO
3917/22;29/09/2022;25/01/2023;Desembaraço;1292;OCEANFREIGHT / LCL
3923/22;29/09/2022;25/01/2023;Desembaraço;1290;OCEANFREIGHT / LCL
4031/22;05/10/2022;25/01/2023;Desembaraço;716;RODOVIARIO
4138/22;15/10/2022;25/01/2023;Desembaraço;1131;RODOVIARIO
4322/22;25/10/2022;25/01/2023;Desembaraço;2355;AIRFREIGHT
4411/22;31/10/2022;25/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
4626/22;17/11/2022;25/01/2023;Desembaraço;3330;OCEANFREIGHT / FCL
4813/22;29/11/2022;25/01/2023;Desembaraço;1207;AIRFREIGHT
4884/22;02/12/2022;25/01/2023;Desembaraço;1666;OCEANFREIGHT / FCL
4908/22;05/12/2022;25/01/2023;Desembaraço;1598;OCEANFREIGHT / FCL
5063/22;12/12/2022;25/01/2023;Desembaraço;1207;AIRFREIGHT
5193/22;20/12/2022;25/01/2023;Desembaraço;1207;AIRFREIGHT
5220/22;21/12/2022;25/01/2023;Desembaraço;911;AIRFREIGHT
113/23;12/01/2023;25/01/2023;Seguro;727;OCEANFREIGHT / FCL
3065/22;04/08/2022;25/01/2023;Seguro;260;OCEANFREIGHT / LCL
3917/22;29/09/2022;25/01/2023;Seguro;2697;OCEANFREIGHT / LCL
3923/22;29/09/2022;25/01/2023;Seguro;1523;OCEANFREIGHT / LCL
4322/22;25/10/2022;25/01/2023;Seguro;506;AIRFREIGHT
4884/22;02/12/2022;25/01/2023;Seguro;1427;OCEANFREIGHT / FCL
4908/22;05/12/2022;25/01/2023;Seguro;1425;OCEANFREIGHT / FCL
113/23;12/01/2023;25/01/2023;Trading;1302;OCEANFREIGHT / FCL
3758/22;22/09/2022;25/01/2023;Trading;1953;OCEANFREIGHT / FCL
4274/22;21/10/2022;25/01/2023;Trading;1953;OCEANFREIGHT / FCL
4275/22;21/10/2022;25/01/2023;Trading;1953;OCEANFREIGHT / FCL
5119/22;14/12/2022;25/01/2023;Trading;1302;OCEANFREIGHT / FCL
4185/22;19/10/2022;26/01/2023;Agenciamento;1836,44;OCEANFREIGHT / FCL
4246/22;20/10/2022;26/01/2023;Agenciamento;1897,04;OCEANFREIGHT / FCL
4695/22;21/11/2022;26/01/2023;Agenciamento;1141,6;OCEANFREIGHT / FCL
211/23;18/01/2023;26/01/2023;Desembaraço;1131;RODOVIARIO
3819/22;26/09/2022;26/01/2023;Desembaraço;1577;AIRFREIGHT
4185/22;19/10/2022;26/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4246/22;20/10/2022;26/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4483/22;02/11/2022;26/01/2023;Desembaraço;963;OCEANFREIGHT / FCL
4695/22;21/11/2022;26/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
4709/22;22/11/2022;26/01/2023;Desembaraço;1302;OCEANFREIGHT / LCL
4792/22;28/11/2022;26/01/2023;Desembaraço;1172;OCEANFREIGHT / LCL
3819/22;26/09/2022;26/01/2023;Seguro;262;AIRFREIGHT
4695/22;21/11/2022;26/01/2023;Seguro;415;OCEANFREIGHT / FCL
5102/22;14/12/2022;26/01/2023;Seguro;757;OCEANFREIGHT / FCL
4908/22;05/12/2022;26/01/2023;Trading;3273;OCEANFREIGHT / FCL
5218/22;21/12/2022;26/01/2023;Trading;1302;AIRFREIGHT
3519/22;05/09/2022;27/01/2023;Agenciamento;4612,49;OCEANFREIGHT / LCL
4244/22;20/10/2022;27/01/2023;Agenciamento;3546;OCEANFREIGHT / FCL
4599/22;11/11/2022;27/01/2023;Agenciamento;3431,18;OCEANFREIGHT / FCL
4606/22;14/11/2022;27/01/2023;Agenciamento;1764,32;OCEANFREIGHT / FCL
4744/22;24/11/2022;27/01/2023;Agenciamento;4231,61;OCEANFREIGHT / FCL
4819/22;29/11/2022;27/01/2023;Agenciamento;2337,88;OCEANFREIGHT / FCL
4821/22;29/11/2022;27/01/2023;Agenciamento;2337,88;OCEANFREIGHT / FCL
5186/22;19/12/2022;27/01/2023;Agenciamento;1152,51;AIRFREIGHT
195/23;17/01/2023;27/01/2023;Desembaraço;651;AIRFREIGHT
210/23;18/01/2023;27/01/2023;Desembaraço;998;RODOVIARIO
222/23;18/01/2023;27/01/2023;Desembaraço;1142;OCEANFREIGHT / LCL
240/23;20/01/2023;27/01/2023;Desembaraço;645;AIRFREIGHT
26/23;03/01/2023;27/01/2023;Desembaraço;1553;AIRFREIGHT
3519/22;05/09/2022;27/01/2023;Desembaraço;2837;OCEANFREIGHT / LCL
3619/22;12/09/2022;27/01/2023;Desembaraço;1766;OCEANFREIGHT / LCL
3857/22;27/09/2022;27/01/2023;Desembaraço;716;RODOVIARIO
3876/22;27/09/2022;27/01/2023;Desembaraço;716;RODOVIARIO
3877/22;27/09/2022;27/01/2023;Desembaraço;716;RODOVIARIO
3916/22;29/09/2022;27/01/2023;Desembaraço;893;OCEANFREIGHT / FCL
3927/22;29/09/2022;27/01/2023;Desembaraço;1582;OCEANFREIGHT / FCL
4037/22;05/10/2022;27/01/2023;Desembaraço;716;RODOVIARIO
4244/22;20/10/2022;27/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4311/22;25/10/2022;27/01/2023;Desembaraço;1582;OCEANFREIGHT / LCL
4579/22;10/11/2022;27/01/2023;Desembaraço;2249;OCEANFREIGHT / FCL
4599/22;11/11/2022;27/01/2023;Desembaraço;1620;OCEANFREIGHT / FCL
4606/22;14/11/2022;27/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
4646/22;17/11/2022;27/01/2023;Desembaraço;911;OCEANFREIGHT / FCL
5102/22;14/12/2022;27/01/2023;Desembaraço;1107;OCEANFREIGHT / FCL
5169/22;16/12/2022;27/01/2023;Desembaraço;1575;OCEANFREIGHT / LCL
5186/22;19/12/2022;27/01/2023;Desembaraço;1290;AIRFREIGHT
72/23;09/01/2023;27/01/2023;Desembaraço;662;AIRFREIGHT
98/23;10/01/2023;27/01/2023;Desembaraço;911;AIRFREIGHT
3519/22;05/09/2022;27/01/2023;Seguro;380;OCEANFREIGHT / LCL
3927/22;29/09/2022;27/01/2023;Seguro;1171;OCEANFREIGHT / FCL
4311/22;25/10/2022;27/01/2023;Seguro;1251;OCEANFREIGHT / LCL
4579/22;10/11/2022;27/01/2023;Seguro;844;OCEANFREIGHT / FCL
4599/22;11/11/2022;27/01/2023;Seguro;730;OCEANFREIGHT / FCL
4606/22;14/11/2022;27/01/2023;Seguro;699;OCEANFREIGHT / FCL
5169/22;16/12/2022;27/01/2023;Seguro;1074;OCEANFREIGHT / LCL
5186/22;19/12/2022;27/01/2023;Seguro;289;AIRFREIGHT
3519/22;05/09/2022;27/01/2023;Trading;2807;OCEANFREIGHT / LCL
4742/22;24/11/2022;27/01/2023;Trading;2604;OCEANFREIGHT / LCL
105/23;11/01/2023;30/01/2023;Agenciamento;4393,21;AIRFREIGHT
3408/22;29/08/2022;30/01/2023;Agenciamento;1000,85;OCEANFREIGHT / LCL
3641/22;13/09/2022;30/01/2023;Agenciamento;939,08;OCEANFREIGHT / LCL
3750/22;22/09/2022;30/01/2023;Agenciamento;2836,73;OCEANFREIGHT / FCL
4087/22;11/10/2022;30/01/2023;Agenciamento;1272,92;OCEANFREIGHT / FCL
4132/22;14/10/2022;30/01/2023;Agenciamento;950,35;OCEANFREIGHT / LCL
4158/22;17/10/2022;30/01/2023;Agenciamento;3174,85;OCEANFREIGHT / FCL
4261/22;21/10/2022;30/01/2023;Agenciamento;1109,38;OCEANFREIGHT / LCL
4296/22;24/10/2022;30/01/2023;Agenciamento;950,35;OCEANFREIGHT / LCL
4341/22;26/10/2022;30/01/2023;Agenciamento;1085,1;OCEANFREIGHT / LCL
4543/22;09/11/2022;30/01/2023;Agenciamento;804,61;OCEANFREIGHT / LCL
4580/22;10/11/2022;30/01/2023;Agenciamento;2589,89;OCEANFREIGHT / FCL
4696/22;21/11/2022;30/01/2023;Agenciamento;1590,41;OCEANFREIGHT / FCL
4726/22;23/11/2022;30/01/2023;Agenciamento;1622,92;OCEANFREIGHT / FCL
4730/22;24/11/2022;30/01/2023;Agenciamento;1622,92;OCEANFREIGHT / FCL
4954/22;06/12/2022;30/01/2023;Agenciamento;1188,9;OCEANFREIGHT / LCL
5218/22;21/12/2022;30/01/2023;Agenciamento;653,86;AIRFREIGHT
5276/22;26/12/2022;30/01/2023;Agenciamento;1072,53;AIRFREIGHT
135/23;13/01/2023;30/01/2023;Desembaraço;3945;RODOVIARIO
182/23;16/01/2023;30/01/2023;Desembaraço;998;RODOVIARIO
189/23;17/01/2023;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
212/23;18/01/2023;30/01/2023;Desembaraço;998;RODOVIARIO
214/23;18/01/2023;30/01/2023;Desembaraço;998;RODOVIARIO
216/23;18/01/2023;30/01/2023;Desembaraço;998;RODOVIARIO
238/23;19/01/2023;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
239/23;19/01/2023;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
3352/22;23/08/2022;30/01/2023;Desembaraço;963;OCEANFREIGHT / FCL
3558/22;08/09/2022;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
3834/22;27/09/2022;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
3858/22;27/09/2022;30/01/2023;Desembaraço;716;RODOVIARIO
3864/22;27/09/2022;30/01/2023;Desembaraço;716;RODOVIARIO
3878/22;27/09/2022;30/01/2023;Desembaraço;716;RODOVIARIO
4038/22;05/10/2022;30/01/2023;Desembaraço;716;RODOVIARIO
4039/22;05/10/2022;30/01/2023;Desembaraço;716;RODOVIARIO
4158/22;17/10/2022;30/01/2023;Desembaraço;998;OCEANFREIGHT / FCL
4261/22;21/10/2022;30/01/2023;Desembaraço;1278;OCEANFREIGHT / LCL
4484/22;02/11/2022;30/01/2023;Desembaraço;963;OCEANFREIGHT / FCL
4543/22;09/11/2022;30/01/2023;Desembaraço;1302;OCEANFREIGHT / LCL
4568/22;10/11/2022;30/01/2023;Desembaraço;1027;OCEANFREIGHT / LCL
4696/22;21/11/2022;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
4744/22;24/11/2022;30/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
4855/22;30/11/2022;30/01/2023;Desembaraço;1251;OCEANFREIGHT / LCL
4871/22;01/12/2022;30/01/2023;Desembaraço;1782;AIRFREIGHT
4954/22;06/12/2022;30/01/2023;Desembaraço;1619;OCEANFREIGHT / LCL
5218/22;21/12/2022;30/01/2023;Desembaraço;1207;AIRFREIGHT
3834/22;27/09/2022;30/01/2023;Seguro;237;OCEANFREIGHT / FCL
4261/22;21/10/2022;30/01/2023;Seguro;255;OCEANFREIGHT / LCL
4696/22;21/11/2022;30/01/2023;Seguro;322;OCEANFREIGHT / FCL
4744/22;24/11/2022;30/01/2023;Seguro;269;OCEANFREIGHT / FCL
4871/22;01/12/2022;30/01/2023;Seguro;287;AIRFREIGHT
4954/22;06/12/2022;30/01/2023;Seguro;286;OCEANFREIGHT / LCL
5218/22;21/12/2022;30/01/2023;Seguro;254;AIRFREIGHT
4291/22;24/10/2022;30/01/2023;Trading;4943;AIRFREIGHT
5093/22;14/12/2022;30/01/2023;Trading;41589;OCEANFREIGHT / FCL
106/23;11/01/2023;31/01/2023;Agenciamento;2966,6;AIRFREIGHT
108/23;11/01/2023;31/01/2023;Agenciamento;1398,64;AIRFREIGHT
2997/22;01/08/2022;31/01/2023;Agenciamento;627,3;OCEANFREIGHT / LCL
3065/22;04/08/2022;31/01/2023;Agenciamento;2905,8;OCEANFREIGHT / LCL
3411/22;29/08/2022;31/01/2023;Agenciamento;1743,05;OCEANFREIGHT / LCL
3546/22;08/09/2022;31/01/2023;Agenciamento;1733,17;OCEANFREIGHT / FCL
3547/22;08/09/2022;31/01/2023;Agenciamento;2363,48;OCEANFREIGHT / FCL
3794/22;23/09/2022;31/01/2023;Agenciamento;11664,23;OCEANFREIGHT / FCL
3813/22;26/09/2022;31/01/2023;Agenciamento;2951,23;OCEANFREIGHT / LCL
4168/22;18/10/2022;31/01/2023;Agenciamento;6996,33;OCEANFREIGHT / FCL
4291/22;24/10/2022;31/01/2023;Agenciamento;1931,07;AIRFREIGHT
4368/22;27/10/2022;31/01/2023;Agenciamento;16618,96;OCEANFREIGHT / FCL
4506/22;04/11/2022;31/01/2023;Agenciamento;3897,42;OCEANFREIGHT / LCL
4814/22;29/11/2022;31/01/2023;Agenciamento;1634,77;OCEANFREIGHT / FCL
4909/22;05/12/2022;31/01/2023;Agenciamento;1365,81;OCEANFREIGHT / FCL
5180/22;19/12/2022;31/01/2023;Agenciamento;7192,33;AIRFREIGHT
5187/22;19/12/2022;31/01/2023;Agenciamento;1250,33;AIRFREIGHT
IA0024-23;13/01/2023;31/01/2023;Agenciamento;1178,73;AIRFREIGHT
IA0026-23;13/01/2023;31/01/2023;Agenciamento;4849,76;AIRFREIGHT
106/23;11/01/2023;31/01/2023;Desembaraço;1582;AIRFREIGHT
108/23;11/01/2023;31/01/2023;Desembaraço;1582;AIRFREIGHT
114/23;12/01/2023;31/01/2023;Desembaraço;1947;RODOVIARIO
166/23;16/01/2023;31/01/2023;Desembaraço;651;AIRFREIGHT
167/23;16/01/2023;31/01/2023;Desembaraço;651;AIRFREIGHT
184/23;16/01/2023;31/01/2023;Desembaraço;998;RODOVIARIO
206/23;18/01/2023;31/01/2023;Desembaraço;1894;RODOVIARIO
280/23;24/01/2023;31/01/2023;Desembaraço;716;RODOVIARIO
293/23;24/01/2023;31/01/2023;Desembaraço;716;RODOVIARIO
310/23;24/01/2023;31/01/2023;Desembaraço;716;RODOVIARIO
3243/22;17/08/2022;31/01/2023;Desembaraço;1302;OCEANFREIGHT / FCL
394/23;31/01/2023;31/01/2023;Desembaraço;998;
4196/22;19/10/2022;31/01/2023;Desembaraço;1523;OCEANFREIGHT / LCL
4291/22;24/10/2022;31/01/2023;Desembaraço;1755;AIRFREIGHT
4368/22;27/10/2022;31/01/2023;Desembaraço;1598;OCEANFREIGHT / FCL
4558/22;09/11/2022;31/01/2023;Desembaraço;905;OCEANFREIGHT / LCL
4580/22;10/11/2022;31/01/2023;Desembaraço;977;OCEANFREIGHT / FCL
4633/22;17/11/2022;31/01/2023;Desembaraço;1224;OCEANFREIGHT / FCL
4675/22;21/11/2022;31/01/2023;Desembaraço;1746;OCEANFREIGHT / LCL
4723/22;23/11/2022;31/01/2023;Desembaraço;1302;OCEANFREIGHT / LCL
